#{W0 -> 1, a0 -> 0.01, zb -> 10, r -> 0.5, l -> 0.05, b -> 1,  q0 -> 0.005, p -> 0.5, h -> 0.1 }
# {z1 -> 2.691469, z2 -> 4.915440, u -> 4.5, w -> 0.15}
Nu0,M1,M2,stable
5.96,0,0,False

5.96,0,93.2109,False

5.96,133.827,0,True

5.97,0,0,False

5.97,0,93.3324,False

5.97,133.989,0,True

5.98,0,0,False

5.98,0,93.4538,False

5.98,134.152,0,True

5.99,0,0,False

5.99,0,93.5751,False

5.99,134.314,0,True

6.,0,0,False

6.,0,93.6962,False

6.,134.477,0,True
