# {W0 -> 1, a0 -> 0.01, zb -> 10, r -> 0.5, l -> 0.05, b -> 1,  q0 -> 0.005, p -> 0.5, h -> 0.1 }
#{z1 -> 3.537603, z2 -> 5.762877, u -> 4.5, w -> 0.1}
Nu0,M1,M2,stable
5.93,133.591,0,True

5.94,0,0,False

5.94,0,91.5274,False

5.94,133.744,0,True

5.95,0,0,False

5.95,0,91.641,False

5.95,133.898,0,True

5.96,0,0,False

5.96,0,91.7545,False

5.96,134.051,0,True

5.97,0,0,False

5.97,0,91.8679,False

5.97,134.204,0,True

5.98,0,0,False

5.98,0,91.9812,False

5.98,134.357,0,True

5.99,0,0,False

5.99,0,92.0944,False

5.99,134.51,0,True

6.,0,0,False

6.,0,92.2075,False

6.,134.663,0,True
