timevec;pop;trait
0;15.126;5
50000;0.105581033099058;4.77402664890568
50000;0.0131405793347153;4.78090339287482
50000;0.122342192491717;4.76494562066786
50000;0.0127149474950943;4.77474009305304
50000;7.73806460800626;4.7404891186864
50000;0.0140758145603045;4.76762572940397
50000;0.299567141578894;4.74967706901756
50000;0.458966304643544;4.74648172756352
50000;0.241567063517104;4.74908166403435
50000;0.040155827554161;4.74779047186501
50000;0.286471994960908;4.71277223628576
50000;0.419855471355666;4.70365779597491
50000;94.8420539564204;4.64144796153207
50000;0.0321855060269367;4.71350002187224
50000;0.032804508288686;4.71323683102579
50000;0.0124844245261741;4.72216878960039
50000;10.1352840801307;4.63640527452998
50000;0.0467014431911961;4.69223820607528
50000;0.0315667262292487;4.69673992582294
50000;0.0451163451034603;4.68396735176767
50000;0.012782380908036;4.70231028090205
50000;0.0211441954632077;4.69394713088232
50000;0.0120198098014576;4.70067653704385
50000;0.684906361311696;4.62303721064257
50000;0.0281888787493367;4.67834291050259
50000;1.71554324414124;4.57084029470819
50000;0.253175727030181;4.61020149507938
50000;0.0521303579819999;4.63340734879525
50000;0.0424399754207454;4.61661408397012
50000;0.0119400388737223;4.65682402634093
50000;0.0205939124795773;4.63311428360486
50000;0.0680587141897764;4.57069982886221
50000;0.0520874282581012;4.57884540834782
50000;0.045073815532925;4.58421598612943
50000;0.035897502627026;4.5800393850155
50000;0.0170065325939216;4.61905844870689
50000;0.0109341408992822;4.64608122139562
50000;0.0256278421084862;4.56664531602647
50000;0.0106617700214941;4.64718005185277
50000;0.0145185295395277;4.61805685951413
50000;0.0119288362842313;4.63410505261092
50000;0.0175364699848607;4.59375917885372
50000;0.0252714134481616;4.54915785872224
50000;0.0158760647601963;4.58718040719186
50000;0.0134624756424394;4.56788458068405
50000;0.01;4.66473854336098
1e+05;15.0339474632076;4.13938513278103
1e+05;0.0247214050378144;4.15022001812174
1e+05;0.534996961026812;4.1077101387513
1e+05;0.259577292051215;4.10521186526554
1e+05;0.0700326165924254;4.115448658091
1e+05;0.0291675461783847;4.12144570330062
1e+05;0.358916250180422;4.09650743765738
1e+05;2.33083478521409;4.07913302068852
1e+05;3.76970910211458;4.07372229053523
1e+05;0.263779154784952;4.09353898838035
1e+05;1.71020772187034;4.07531523024241
1e+05;0.0409913125477037;4.10897141012055
1e+05;5.6584521711044;4.05959509142107
1e+05;0.0110895351836239;4.12093805912513
1e+05;3.18062402404523;4.06453058484176
1e+05;0.0884145920648206;4.09890059227379
1e+05;0.0407614388043225;4.1051020751577
1e+05;0.549335618553748;4.07748250980682
1e+05;1.51648120961484;4.0653894900849
1e+05;0.0681655789236926;4.09805604027089
1e+05;20.4765799142701;4.03659730837519
1e+05;0.0419909499150558;4.10232116885362
1e+05;0.262247539962875;4.08145978532587
1e+05;1.40741269447701;4.05952313175375
1e+05;0.101290934809362;4.08840945755589
1e+05;0.0111807413771998;4.11323904915321
1e+05;0.0260545423955319;4.10241943765787
1e+05;0.0107204095608919;4.11216740857154
1e+05;0.069555730385275;4.08686473144641
1e+05;0.154755286713721;4.07462496400473
1e+05;36.2421485623708;4.00177674004692
1e+05;0.0212735779640684;4.1014091099388
1e+05;0.0224693093399529;4.09928595309647
1e+05;14.8254426917883;4.00683347859797
1e+05;0.0112923965196934;4.10745944021912
1e+05;0.0398449753001915;4.08627331746806
1e+05;0.0406585811432117;4.07614482850062
1e+05;0.921765157086903;3.97524867886065
1e+05;0.0200177865345813;4.071753965119
1e+05;0.197941359835341;3.98393478429383
1e+05;1.65498488602368;3.90219671203213
1e+05;0.0318900477724644;4.01454965688676
1e+05;0.122597480492193;3.95266964793125
1e+05;0.0196497198662622;4.00900409010855
1e+05;0.0231733849862643;3.99475227913329
1e+05;0.0174083954785561;3.99653037493307
1e+05;0.0102961791356676;4.03594071817801
1e+05;0.0102372875759376;4.03223708291999
1e+05;0.0108093877625209;4.00397405457627
1e+05;0.0107397665906379;3.9970980540624
150000;0.0767371667302376;3.72040282214321
150000;0.0343652084183427;3.68601899374516
150000;0.0943955052365016;3.67118290140385
150000;0.036554660239412;3.67383243123205
150000;0.167282968005347;3.64387795087257
150000;0.0419947675633864;3.65264638998767
150000;1.73980427697968;3.61955402411248
150000;31.2048036752987;3.59194752996407
150000;0.397266088448984;3.62414501905976
150000;58.1175447413592;3.57097882543835
150000;0.0433182498173357;3.59169064264968
150000;0.0185539228081966;3.59971643827368
150000;0.0254830128183983;3.59027646284291
150000;0.601743077303772;3.53354849542735
150000;2.09358377454048;3.51136152512799
150000;4.79977567453077;3.49408365103206
150000;2.16643651512317;3.50659563156789
150000;0.0469410115043323;3.57262904345373
150000;0.0890253230067449;3.56091707582787
150000;3.82075189415973;3.49509804463432
150000;0.0575434754188503;3.56517898314305
150000;0.22459169499216;3.53242029876976
150000;0.0224431790939234;3.5760162280736
150000;0.0191541880691882;3.57396588505871
150000;0.0932827276643634;3.53801792668727
150000;0.102769447327858;3.53076877317006
150000;0.075854329427333;3.53719541692958
150000;0.691000390392625;3.48159355653117
150000;0.0100581324510702;3.5835362173334
150000;0.0328642235588048;3.55194927916403
150000;0.06747671161999;3.53010917164502
150000;0.0265547009899037;3.55536054474435
150000;0.0110087514697924;3.57799022032769
150000;0.126451777813381;3.50395493514953
150000;0.0286956516713934;3.54818075741733
150000;0.0367726559536168;3.53383022858979
150000;0.021455768126194;3.55180041871764
150000;0.0125737781912626;3.56975074896937
150000;0.0130318766777766;3.56622178240523
150000;0.0133394448682586;3.5617754939135
150000;0.0284427152812954;3.52210343438903
150000;0.031483785535805;3.51588493562461
150000;0.0116729467213087;3.56488695515311
150000;0.0224071702937806;3.52160883875928
150000;0.0132105878909205;3.54687937583644
150000;0.0113872086240197;3.55762236443439
150000;0.0161894779422138;3.51615928068374
150000;0.0174656472585729;3.50174929643275
150000;0.0103435841903946;3.54759038428277
150000;0.0101016470347168;3.5248421306077
2e+05;1.83339818175101;3.33875325607365
2e+05;12.0708338876839;3.2683202380435
2e+05;1.84670419126516;3.28010675729626
2e+05;0.189628207419275;3.29244786078051
2e+05;58.6072170324989;3.24465789043676
2e+05;25.5758004741933;3.25026584827095
2e+05;0.0514616588943223;3.29626751418839
2e+05;0.0205840224789581;3.30321728336523
2e+05;0.0441116609388683;3.29689687565691
2e+05;1.13891663833864;3.2695258687103
2e+05;0.0494169519351975;3.29457591977904
2e+05;0.186864952976636;3.28329375027111
2e+05;0.0149412928714482;3.30356698075142
2e+05;0.0785632425875989;3.2813614985127
2e+05;0.0279286715023241;3.28800609817274
2e+05;0.0159703046058296;3.29314915326725
2e+05;0.0444092779562633;3.28264691473174
2e+05;0.549389525571558;3.24452809144451
2e+05;0.0386855914631349;3.26685229704028
2e+05;0.0137111489444612;3.27324396886511
2e+05;0.4400870450028;3.21000331368965
2e+05;0.0697462267264631;3.23954583915375
2e+05;0.0234088323071238;3.25456003017394
2e+05;0.0251802401508892;3.24769318815256
2e+05;0.0403714267017425;3.23522748795796
2e+05;0.0116829671241663;3.26124644062982
2e+05;0.0392029846103816;3.22495713231894
2e+05;0.0594907373111868;3.2124132107099
2e+05;0.0117604488793376;3.25590600697901
2e+05;0.0335889410713541;3.22490743882254
2e+05;0.26614678618267;3.15004514905969
2e+05;0.0157489249556789;3.24144514238884
2e+05;0.0482634107958887;3.20234384905467
2e+05;0.0132249381941808;3.24699639769217
2e+05;0.0157807178165614;3.24031648417398
2e+05;0.0160264494179545;3.23754694089852
2e+05;0.0130734366303758;3.24445536813846
2e+05;0.141477004810719;3.11695752872965
2e+05;0.102316009343586;3.13182992268611
2e+05;0.0144283269292306;3.23373893606651
2e+05;0.0581329606688009;3.15669504140124
2e+05;0.0239286807087439;3.19135555061745
2e+05;0.0132927728727551;3.23274643578355
2e+05;0.0108259468578238;3.24737825016003
2e+05;0.0299768024310913;3.17137518744227
2e+05;0.0123968576131199;3.2353818404908
2e+05;0.0256732913436341;3.14768695831542
2e+05;0.0127352261282177;3.2159806458971
2e+05;0.01707161992954;3.1385847315561
2e+05;0.0114553433025939;3.21895473261413
250000;0.067281249869631;3.0163296808615
250000;1.06172209100221;2.96561344875583
250000;0.0420079741303292;2.95649731253633
250000;0.0331516568614491;2.95199968592621
250000;93.2101154805012;2.87678573602974
250000;0.0145968274650666;2.9513057875835
250000;0.318418302607109;2.92444801727396
250000;0.0323517220584709;2.94016095314481
250000;0.100472278169488;2.92305442392487
250000;0.0216017620883958;2.90356891234415
250000;0.295701774374071;2.84907463911901
250000;0.0166007470252852;2.8943038952019
250000;0.365138796272167;2.83739456669925
250000;0.0151355423553028;2.89291895088218
250000;0.0148385309912252;2.89110618423539
250000;0.0264432065231973;2.87911008932678
250000;0.0140327213874638;2.88980739514315
250000;0.0474808802457964;2.85682567556066
250000;0.312593654837928;2.8140604786607
250000;0.731168192465374;2.79335291308957
250000;0.0689031543353971;2.8420415543874
250000;0.814755956674816;2.78120689493686
250000;0.0120914997551336;2.8815591690742
250000;0.701896797366196;2.77713602482008
250000;0.335102483902105;2.78269719291318
250000;0.0125381458265859;2.87585171938183
250000;0.013192431018605;2.8739584388566
250000;0.0293787461824409;2.84840701604809
250000;0.0941532380198335;2.81082801541522
250000;0.110800340395061;2.80566946913174
250000;0.111374419229309;2.801564146013
250000;0.015853183762132;2.86476154389399
250000;0.0428332791862125;2.82746239263111
250000;0.0148550009850279;2.86532256158668
250000;0.17415630165988;2.77334991286301
250000;0.0101494237137674;2.87895874248388
250000;0.0108818198692409;2.87591360749494
250000;0.0113136417320393;2.87413517930046
250000;0.0908086982892683;2.77986498744867
250000;0.0438163153158407;2.80925590922228
250000;0.0318144909269081;2.82257849151262
250000;0.0201232446745297;2.84262358087454
250000;0.0106835627606842;2.87487726129517
250000;0.148016439827339;2.7331187035121
250000;0.0145216958344255;2.85576400793081
250000;0.0359201007614922;2.78776840511836
250000;0.0165720902300627;2.83202654393899
250000;0.0143774029677282;2.83695343474887
250000;0.011837478775657;2.84353519057549
3e+05;0.0225309957992256;2.68257492657733
3e+05;0.100373452749787;2.66635476428451
3e+05;2.85600942068847;2.64127871402037
3e+05;0.13094832166455;2.65276744926429
3e+05;0.191786730579511;2.647950886513
3e+05;4.02315444081961;2.61827531905295
3e+05;65.1077030776856;2.59308837268144
3e+05;0.0114227310693167;2.63422526625355
3e+05;7.46065800261732;2.5578420374765
3e+05;0.236977578230617;2.58678821329588
3e+05;4.14323838945963;2.55776964407264
3e+05;0.669800813062691;2.57129199575664
3e+05;0.250492011992391;2.57492750689722
3e+05;0.110881925328736;2.58413637555482
3e+05;0.469005764709869;2.56324623476162
3e+05;0.0128067722135415;2.60572362632162
3e+05;0.335052133714028;2.5610003804559
3e+05;7.01675858801127;2.518625165347
3e+05;0.0305432570541319;2.59120373645281
3e+05;0.073017099493349;2.57621233272585
3e+05;0.0113234982450817;2.6012268398437
3e+05;0.429940364808715;2.54175430602954
3e+05;0.0679147773111509;2.56976750516175
3e+05;0.0212012688946698;2.58862760810712
3e+05;0.0342574422826088;2.58043377416418
3e+05;0.218461254322457;2.54851916523428
3e+05;0.646536587068442;2.52601945524362
3e+05;0.316908976295056;2.5363607226783
3e+05;0.0962144924895302;2.55422154983515
3e+05;0.0274801556649793;2.5781504098278
3e+05;0.113249129025392;2.54629603726275
3e+05;0.0640847648035401;2.54906937778133
3e+05;0.0140485575675234;2.58667295888935
3e+05;0.647137551321695;2.49058512663319
3e+05;0.0426524380195639;2.54308678509254
3e+05;0.0454178670984311;2.53732232892726
3e+05;0.063646775386403;2.52115441962103
3e+05;0.0428045825832115;2.53010749472979
3e+05;0.0450105466869964;2.52538316014297
3e+05;0.0159876185081619;2.56982913752621
3e+05;0.0121701674905842;2.58163700322168
3e+05;0.0489636823226134;2.51256274458722
3e+05;0.0201358973226159;2.55152632900282
3e+05;0.0113817181609395;2.57735354621669
3e+05;0.0192676013688822;2.53136627105509
3e+05;0.0104932341900237;2.57938593306528
3e+05;0.0146049629129293;2.51504627052358
3e+05;0.0151737248333468;2.50414352282931
3e+05;0.0108575080936713;2.56750568441787
3e+05;0.0136424811021307;2.48971702987931
350000;0.0175409136911041;2.49058512663319
350000;0.0203236078448662;2.46728750185993
350000;0.0138796030841748;2.45518381656164
350000;17.0375510969837;2.41380392048277
350000;4.86588281714678;2.40367622522943
350000;2.42740120169536;2.40752152584716
350000;0.089751436656055;2.42251470986365
350000;2.10781996415317;2.37416798499842
350000;0.0348939092247102;2.39964464800454
350000;0.53281207364191;2.3662802089661
350000;4.76323095068288;2.33960784977728
350000;0.0303102885479549;2.39373689171036
350000;0.568422433999767;2.361862523721
350000;1.08688369969634;2.35251523877205
350000;50.1190943848891;2.30454792840471
350000;0.0275130215324653;2.38955293389374
350000;0.0919067207414861;2.37288766251056
350000;0.10890757709631;2.37030865124674
350000;0.0139848317272386;2.39343035360277
350000;3.69312031048307;2.31823951085725
350000;0.0160498606297517;2.3899138365276
350000;0.0965739331400533;2.36356022933279
350000;0.0267571914856079;2.38044679495859
350000;0.016338151081131;2.38749019940971
350000;0.121168599716458;2.34998964312462
350000;0.54822638524972;2.32256304047208
350000;0.0181107105691821;2.37839027435822
